Post,Labels Set,Dataset,Processed_Post
"@GajananKaleMNS कुंज नरेश चा पक्ष कोणता होता आधी,असले पांचट बोलता म्हणून राजा ढुंगणावर लाथा घालतो तुमच्या",1,hate_bin_train,कुंज नरेश चा पक्ष कोणता होता आधीअसले पांचट बोलता म्हणून राजा ढुंगणावर लाथा घालतो तुमच्या
हे भरखाऊ सीरियल वाल्यांचे दुघन सुजवले पाहिजे. भोसरीचे काही पण चुतीयाप करत असतात.,1,hate_bin_train,हे भरखाऊ सीरियल वाल्यांचे दुघन सुजवले पाहिजे भोसरीचे काही पण चुतीयाप करत असतात
मराठी कलाकारांना अक्कल नसते असं चॉकलेट बॉय बोलला ते बरोबर च होत. त्याचबरोबर त्यांना पाठीचा कणा पण नसतो हे देखील सिद्ध झालं आहे. चोमे नकली कलाकार 👍,1,hate_bin_train,मराठी कलाकारांना अक्कल नसते असं चॉकलेट बॉय बोलला ते बरोबर च होत त्याचबरोबर त्यांना पाठीचा कणा पण नसतो हे देखील सिद्ध झालं आहे चोमे नकली कलाकार
IPL 2022: यंदाचा IPL चा संपूर्ण सीजन महाराष्ट्रात? शरद पवारांकडून ग्रीन सिग्नल,0,hate_bin_train,यंदाचा चा संपूर्ण सीजन महाराष्ट्रात शरद पवारांकडून ग्रीन सिग्नल
@gajanan137 हा नक्की कोणत्या वयोगटातल्या लोकांसाठी आहे…???!!! 😜😜😜😜😜,0,hate_bin_train,हा नक्की कोणत्या वयोगटातल्या लोकांसाठी आहे
"""आझादी के 75 साल "" अर्थात "" स्वतंत्र भारताचा अमृत महोत्सव "" यानिमित्ताने नागपुर येथे"" रंगधुन कलामंच ""नागपुर,  यांचा ""देशभक्तीपर कार्यक्रम,हिगंणे इथल्या "" वानाडोंगरी"", गावात  संपन्न झाला. यावेळी अनेक मान्यवर आणि गावकरी मंडळी उपस्थित होती.  https://t.co/UN1MPMcJRL",0,hate_bin_train,आझादी के साल अर्थात स्वतंत्र भारताचा अमृत महोत्सव यानिमित्ताने नागपुर येथे रंगधुन कलामंच नागपुर यांचा देशभक्तीपर कार्यक्रमहिगंणे इथल्या वानाडोंगरी गावात संपन्न झाला यावेळी अनेक मान्यवर आणि गावकरी मंडळी उपस्थित होती
@AUThackeray साहेब एका नीच पक्षाचे 2 rs per tweet घेणारे लोक आहेत हे सगळे। मात्र मला एक समजत नाही की याला जश्या तसे उत्तर का दिले जात नाही। @SardesaiVarun,1,hate_bin_train,साहेब एका नीच पक्षाचे घेणारे लोक आहेत हे सगळे मात्र मला एक समजत नाही की याला जश्या तसे उत्तर का दिले जात नाही
"@nitin518 @vinodshinge @GSDawAngePatil @BhatkhalkarA बाळासाहेबांन बद्दल एकेरी भाषा वापरतोस??, मादरचोद कांदिवली मध्ये येऊन तुझ्या आईला घोडा लावेन.",1,hate_bin_train,बाळासाहेबांन बद्दल एकेरी भाषा वापरतोस मादरचोद कांदिवली मध्ये येऊन तुझ्या आईला घोडा लावेन
"आमच्या घराकडे वाकड्या नजरेने पहायला, कोणाच्याच गांडीत जोर नाही. जे चोर आहेत, तेच घाबरतात.👍",1,hate_bin_train,आमच्या घराकडे वाकड्या नजरेने पहायला कोणाच्याच गांडीत जोर नाही जे चोर आहेत तेच घाबरतात
जगभरात पेट्रोलच्या किंमती कमी होत असतानाही देशात पेट्रोल हे सरकारी उत्पन्न वाढवण्याचे साधन असल्याचा पर्याय भाजप सरकारने स्वीकरला आहे. डॉ. मनमोहन सिंग पंतप्रधान असताना आंतरराष्ट्रीय बाजारात इंधनाच्या किमती वाढल्याने देशातही दरवाढ करण्याचा निकाल घ्यावा लागला.   #Pressconference,0,hate_bin_train,जगभरात पेट्रोलच्या किंमती कमी होत असतानाही देशात पेट्रोल हे सरकारी उत्पन्न वाढवण्याचे साधन असल्याचा पर्याय भाजप सरकारने स्वीकरला आहे डॉ मनमोहन सिंग पंतप्रधान असताना आंतरराष्ट्रीय बाजारात इंधनाच्या किमती वाढल्याने देशातही दरवाढ करण्याचा निकाल घ्यावा लागला
@indfaug @abhikhopade @RakyaDadoos_ @rajivkhandekar @abpmajhatv मग तुझ्या आईला विचार कि मुल्ला कडून रोज झवून का घेती,1,hate_bin_train,मग तुझ्या आईला विचार कि मुल्ला कडून रोज झवून का घेती
"@Shraddha_Speaks पाप , पुण्य , हिंसा , अहिंसा या सारख्या गोष्टींमध्ये क्रियेचा उद्देश्य पण गृहित धरला जातो . उदा. मुलगा जर दारू पितांना सापडला आणि बापाने चांगला झोडपला तर इथे बापाला पाप थोडीना लागेल कारण इथे उद्देश्य महत्त्वखचा असते ‌.",0,hate_bin_train,पाप पुण्य हिंसा अहिंसा या सारख्या गोष्टींमध्ये क्रियेचा उद्देश्य पण गृहित धरला जातो उदा मुलगा जर दारू पितांना सापडला आणि बापाने चांगला झोडपला तर इथे बापाला पाप थोडीना लागेल कारण इथे उद्देश्य महत्त्वखचा असते
लग्न मुंबईत आणि स्टॅम्प दिल्लीचा 😂 बोला भंगारवाले @nawabmalikncp चुतीया बना रहा है क्या😡😡 https://t.co/uPeDqJscG4,1,hate_bin_train,लग्न मुंबईत आणि स्टॅम्प दिल्लीचा बोला भंगारवाले चुतीया बना रहा है क्या
"बुल्ला ए पीर मनावे, ते दर्शन यार दा पावे। नच के ओ पीर मनावे, ते दर्शन यार दा पावे।",1,hate_bin_train,बुल्ला ए पीर मनावे ते दर्शन यार दा पावे नच के ओ पीर मनावे ते दर्शन यार दा पावे
@Rekha_dwdi राधे राधे 🙏,0,hate_bin_train,राधे राधे
Sanjay Raut LIVE | संजय राऊत कुठला बॉम्ब फोडणार? सेनाभवनाबाहेर शिवसैनिकांची प्रचंड गर्दी Subscribe :  https://t.co/8pqJzB4Nt9 LIVE TV :  https://t.co/fESn9NtTrn Website :  https://t.co/Ct4fYew3EF  #Zee24TaasLive #MarathiNews #BreakingNews #SanjayRaut #ShivsenaVsBJP #Senabhavan  https://t.co/thnXnvT0Il,0,hate_bin_train,संजय राऊत कुठला बॉम्ब फोडणार सेनाभवनाबाहेर शिवसैनिकांची प्रचंड गर्दी
आदरणीय डाॅ. बाबासाहेब आंबेडकर यांच्या निवासस्थान राजगृहावर अज्ञातांकडुन तोडफोड !   निषेध ! निषेध!! निषेध!!!  😡😡😡 @ivikrantpatil @iYogeshTilekar @CMOMaharashtra @AnilDeshmukhNCP @OfficeofUT @SKoudge  https://t.co/QnZjF9dEdN,0,hate_bin_train,आदरणीय डाॅ बाबासाहेब आंबेडकर यांच्या निवासस्थान राजगृहावर अज्ञातांकडुन तोडफोड निषेध निषेध निषेध
@Nandkum72302254 @thodkyaat @meNeeleshNRane @rautsanjay61 @ShivsenaComms @BJP4India कारे आय झवाड्या,1,hate_bin_train,कारे आय झवाड्या
लोकशाही मराठी पत्रकार संघाने पत्रकारिता क्षेत्रात महिलांचा वाढवलेला सहभाग कौतुकास्पद* https://t.co/xDy7X9Mkrv,0,hate_bin_train,लोकशाही मराठी पत्रकार संघाने पत्रकारिता क्षेत्रात महिलांचा वाढवलेला सहभाग कौतुकास्पद
"माफ करा पण @sardanarohit @anjanaomkashyap @nishantchat @RubikaLiyaquat @sudhirchaudhary @MinakshiKandwal @AMISHDEVGAN @RajatSharmaLive इ हे सगळे दलाल, हलकट, नालायक, चाटू, नीच पत्रकार आहेत. मोदीला वाचवण्यासाठी पिलावळ बाहेर आली आहेत. यांचे प्रश्न विरोधकांना. @INCIndia @RahulGandhi",1,hate_bin_train,माफ करा पण इ हे सगळे दलाल हलकट नालायक चाटू नीच पत्रकार आहेत मोदीला वाचवण्यासाठी पिलावळ बाहेर आली आहेत यांचे प्रश्न विरोधकांना
बुलढाणा : शाळेतील विद्यार्थ्यांचे औक्षण करून केले स्वागत...  https://t.co/DGPppHAphI,0,hate_bin_train,बुलढाणा शाळेतील विद्यार्थ्यांचे औक्षण करून केले स्वागत
"Special Report: जयकुचीवाडी ते जायकवाडी, मराठवाड्याचा ‘समुद्र’ ते आशिया खंडातलं सर्वात मोठं धरण, वाचा सविस्तर  https://t.co/oshcpq3lL6 #Aurangabaddam| #Jayakwadidam| #Specialreport|",0,hate_bin_train,जयकुचीवाडी ते जायकवाडी मराठवाड्याचा समुद्र ते आशिया खंडातलं सर्वात मोठं धरण वाचा सविस्तर
"बळजबरी नव्हे, सहमती ने सेक्स व्हायला हवं. प्रत्येक व्यक्तीला, पुरुष असो अथवा स्त्री, स्वतः च्या शरीरावर पूर्ण अधिकार आहे त्यामुळे कसलीही बळजबरी हा गुन्हाच मानायला हवा. याबाबतीत छत्तीसगड उच्च न्यायालयाचा निकाल अन्यायकारक आहे.",0,hate_bin_train,बळजबरी नव्हे सहमती ने सेक्स व्हायला हवं प्रत्येक व्यक्तीला पुरुष असो अथवा स्त्री स्वतः च्या शरीरावर पूर्ण अधिकार आहे त्यामुळे कसलीही बळजबरी हा गुन्हाच मानायला हवा याबाबतीत छत्तीसगड उच्च न्यायालयाचा निकाल अन्यायकारक आहे
@Kirti_03_99 झकास दिसतेय 💓,0,hate_bin_train,झकास दिसतेय
"@MiLOKMAT लाज वाटली पाहिजे आपल्या देशाबद्दल असं लिहायला, तुझी लायकी काय तू लिहितो काय, नालायक!",1,hate_bin_train,लाज वाटली पाहिजे आपल्या देशाबद्दल असं लिहायला तुझी लायकी काय तू लिहितो काय नालायक
तसेच करोना मुक्ती साठी कार्य करण्याची प्रेरणा व प्रोत्साहन मिळण्यासाठी Certificate of Commitment (Switzerland) ने व्यक्ती व संस्था ना सम्मानित करण्यात येत आहें,0,hate_bin_train,तसेच करोना मुक्ती साठी कार्य करण्याची प्रेरणा व प्रोत्साहन मिळण्यासाठी ने व्यक्ती व संस्था ना सम्मानित करण्यात येत आहें
@khadaksingh_ बिकाउ भाडखाऊ मराठी मिडीया दाखवणार का ही बातमी @rajivkhandekar @abpmajhatv @TV9Marathi @zee24taasnews,1,hate_bin_train,बिकाउ भाडखाऊ मराठी मिडीया दाखवणार का ही बातमी
@Bamboo_Wale @PoulAyodhya @Dev_Fadnavis अगदीं परफेक्ट BJP चे भुंकणारे कुत्रे ...पण कुत्रे तरी प्रामाणिक असतात हे कुत्रे मालकाचे खाऊन मालकाला चावणारे.... कुत्रे 😡😡😡😡,1,hate_bin_train,अगदीं परफेक्ट चे भुंकणारे कुत्रे पण कुत्रे तरी प्रामाणिक असतात हे कुत्रे मालकाचे खाऊन मालकाला चावणारे कुत्रे
@AquarianTruths नेहरू अलता का घरी उडायला तुझ्या एडझव्या,1,hate_bin_train,नेहरू अलता का घरी उडायला तुझ्या एडझव्या
"तामिळनाडूने विजेतेपद पटकावताच दिनेश कार्तिक भावूक, ट्विट करत दोन वर्षांपूर्वी आठवणींना दिला उजाळा #म #मराठी #Cricket https://t.co/cF6dryLXkq",0,hate_bin_train,तामिळनाडूने विजेतेपद पटकावताच दिनेश कार्तिक भावूक ट्विट करत दोन वर्षांपूर्वी आठवणींना दिला उजाळा म मराठी
@SanketB53657473 @aj_twt @beinganiketm @PrakashGade13 @MumbaiPolice @jitengajaria @AUThackeray बाकी राहू दे पण गोबरभक्त म्हणजे? तुझे पूर्वज रोमन कॅथलिक आहेत का अरबी मुल्ला,1,hate_bin_train,बाकी राहू दे पण गोबरभक्त म्हणजे तुझे पूर्वज रोमन कॅथलिक आहेत का अरबी मुल्ला
@republic गांड फाटली मलिक,1,hate_bin_train,गांड फाटली मलिक
@chetanshendge @SadhaBholaTV म्हणून हे खांग्रेसी तंबाखू चा नशा करतात का ??? https://t.co/6DtA5X3onL,1,hate_bin_train,म्हणून हे खांग्रेसी तंबाखू चा नशा करतात का
सुशांत बिहार चा रीया बँगलोर ची कंगना हिमाचल प्रदेश ची आणि भांडण महाराष्ट्रात अरे कुठे नेऊन ठेवलंय महाराष्ट्र माझा😡🤬,0,hate_bin_train,सुशांत बिहार चा रीया बँगलोर ची कंगना हिमाचल प्रदेश ची आणि भांडण महाराष्ट्रात अरे कुठे नेऊन ठेवलंय महाराष्ट्र माझा
"#काय च्युत्या चा बाजार आहे, तिकडे मोदी सरकार सरकारीकरण चे खाजगी करण करत आहे अन इकडे महाराष्ट्रात मोदी भक्त ST चे सरकारी करण करा म्हणतात.लाज कशी वाटत नाही त्यांना याची?@madhav_ghodekar @sushantjadhav78 @ganeshkalambe5",1,hate_bin_train,काय च्युत्या चा बाजार आहे तिकडे मोदी सरकार सरकारीकरण चे खाजगी करण करत आहे अन इकडे महाराष्ट्रात मोदी भक्त चे सरकारी करण करा म्हणतातलाज कशी वाटत नाही त्यांना याची
Karjat Election : कर्जत नगर पंचायत निवडणुकीवरुन पुन्हा एकदा राम शिंदे आणि रोहित पवारांमध्ये सामना! कोण बाजी मारणार?  https://t.co/HbFeT7gy8L @RamShindeMLA @RRPSpeaks @NCPspeaks @ShivSena #Karjat #PanchayatElections #RamShinde #RohitPawar #NCP #BJP,0,hate_bin_train,कर्जत नगर पंचायत निवडणुकीवरुन पुन्हा एकदा राम शिंदे आणि रोहित पवारांमध्ये सामना कोण बाजी मारणार
"उच्च न्यायालयाच्या वकिल आणि महिलाविषयी उल्लेखनीय काम करणाऱ्या आणि कायदेशीर सल्लागार अॕड. श्रीमती दिव्या चव्हाण , प्रसिद्ध मानसोपचारतज्ञ व घरगुती हिंसा व त्याची कारणे या विषयातील तज्ञ समुपदेशक श्रीमती शिरीषा साठे",0,hate_bin_train,उच्च न्यायालयाच्या वकिल आणि महिलाविषयी उल्लेखनीय काम करणाऱ्या आणि कायदेशीर सल्लागार अॕड श्रीमती दिव्या चव्हाण प्रसिद्ध मानसोपचारतज्ञ व घरगुती हिंसा व त्याची कारणे या विषयातील तज्ञ समुपदेशक श्रीमती शिरीषा साठे
@onlyonenetra @PadmakarTillu २ दिवसा आधी नागपुरात संत ताजुद्दीन बाबांचा उर्स सोहाळा सरु होता तेव्हा शांतिप्रिय समाजाचा अफ़ाट जनसागर आला होता तेव्हा नागपुर CP ला व नितिन राउतला तेव्हा कार्यवाही नाही करता आली पण नागपुरला बैल व तान्हा पोळा मोठया आनंदात साजरा करता तेव्हा दुपारीच घोषणा केली की पोळा साजरा करु नये,0,hate_bin_train,२ दिवसा आधी नागपुरात संत ताजुद्दीन बाबांचा उर्स सोहाळा सरु होता तेव्हा शांतिप्रिय समाजाचा अफ़ाट जनसागर आला होता तेव्हा नागपुर ला व नितिन राउतला तेव्हा कार्यवाही नाही करता आली पण नागपुरला बैल व तान्हा पोळा मोठया आनंदात साजरा करता तेव्हा दुपारीच घोषणा केली की पोळा साजरा करु नये
"मग घटस्फोट घे ना , बायकोनं सेक्स करू न देणं हा तर दुष्टपणा",0,hate_bin_train,मग घटस्फोट घे ना बायकोनं सेक्स करू न देणं हा तर दुष्टपणा
@MangeshNarkhe13 लायकी काय आहे ती मला माहीत आहे शेमन्या ...,1,hate_bin_train,लायकी काय आहे ती मला माहीत आहे शेमन्या
